Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Churn,Customer Value
3,0,32,0,1968,46,341,17,2,1,1,0,242.01
3,0,33,0,3713,52,0,28,1,1,1,0,222.78
0,0,33,0,1908,44,0,26,1,1,1,0,114.48
4,0,33,0,3290,68,14,21,2,1,1,0,154.35
0,0,33,0,1875,25,267,11,3,1,1,0,136.35
6,0,32,1,8630,107,126,36,3,1,1,0,296.7
0,0,33,0,13288,155,0,37,3,1,1,0,398.64
0,0,33,0,4030,69,0,18,3,1,1,0,120.9
0,0,33,0,5433,81,0,5,2,1,1,0,244.485
2,0,33,0,1753,40,0,10,3,1,2,0,52.59
18,0,33,2,14655,211,36,25,3,1,1,0,450.45
0,0,33,0,2610,13,465,1,3,1,1,0,217.8
2,0,32,0,15000,168,132,23,2,1,1,0,734.4
0,0,32,0,6015,72,168,19,3,1,1,0,230.85
0,0,32,0,0,0,0,0,2,1,2,0,0
0,0,33,0,0,0,0,0,2,1,2,0,0
0,0,32,0,0,0,0,0,2,1,2,1,0
0,0,32,0,7023,113,366,36,2,1,1,0,480.735
0,0,32,0,10980,140,0,40,3,1,1,0,329.4
1,0,32,0,6233,61,90,30,2,1,1,0,320.985
16,0,28,0,470,33,0,10,2,1,2,1,21.15
14,0,31,7,9950,79,0,35,4,1,1,0,149.25
6,1,31,0,5333,84,8,17,2,1,1,1,243.585
0,0,29,0,2355,8,0,7,3,1,1,0,70.65
2,1,30,0,2505,27,0,9,2,1,2,1,112.725
2,0,31,0,1783,30,16,24,3,1,2,1,58.29
0,0,31,0,0,0,0,0,3,1,2,1,0
0,0,31,0,0,0,0,0,3,1,1,0,0
0,0,28,0,6300,83,0,15,4,1,1,0,94.5
0,0,31,0,0,0,0,0,4,1,2,1,0
0,0,31,0,0,0,0,0,5,1,1,0,0
18,0,26,2,15590,224,0,73,2,1,1,0,701.55
0,0,29,2,6480,102,253,26,2,2,1,0,405.45
0,0,31,0,3233,68,0,21,2,1,1,0,145.485
0,0,30,0,1180,30,20,13,3,1,2,0,41.4
0,0,31,0,2295,39,157,16,2,1,1,0,173.925
0,0,22,0,830,22,175,4,2,2,1,0,116.1
0,0,21,0,1083,25,12,61,4,1,1,0,18.045
4,0,22,0,215,11,0,3,2,1,2,0,9.675
0,0,21,0,0,0,3,0,4,1,2,0,0.45
3,0,20,0,740,18,1,6,2,1,1,0,33.75
0,0,20,0,2740,47,0,16,3,1,1,0,82.2
0,0,13,0,1210,12,10,7,2,1,1,0,58.95
9,0,12,0,5908,127,67,35,1,2,1,0,394.68
5,0,10,0,8448,157,55,33,4,1,1,0,134.97
1,0,11,2,2368,31,13,12,3,1,1,0,74.94
0,0,4,0,3905,26,197,3,3,1,1,0,176.25
0,0,4,0,1003,5,0,4,2,1,1,1,45.135
7,0,36,1,4665,75,19,30,2,1,1,0,218.475
0,0,37,0,613,9,21,17,2,1,2,0,37.035
9,0,35,1,2748,64,373,37,2,1,1,0,291.51
9,0,36,1,4493,70,15,48,1,1,1,0,278.58
2,0,36,1,2688,62,16,46,1,1,1,0,170.88
10,0,36,2,4070,86,46,41,3,1,1,0,135.9
3,0,36,1,2655,43,299,31,3,1,1,0,169.35
12,0,35,3,9410,125,158,56,3,1,1,0,329.7
6,0,36,1,14068,173,14,57,3,1,1,0,426.24
6,0,36,2,4810,87,16,38,3,1,1,0,149.1
5,0,36,1,6213,99,21,25,2,1,1,0,289.035
8,0,36,0,2533,58,22,30,3,1,2,0,82.59
24,0,36,4,15435,229,68,45,3,2,1,0,483.45
3,0,36,2,3390,31,497,21,3,1,1,0,250.8
8,0,35,1,15780,186,164,43,2,1,1,0,783.9
2,0,35,2,6795,90,200,39,3,1,1,0,263.85
0,0,35,0,1170,18,14,24,2,1,2,0,58.95
1,0,36,0,1005,18,27,21,2,1,2,0,57.375
0,1,35,0,295,4,14,13,2,1,2,1,19.575
2,0,35,1,7803,131,398,56,2,1,1,0,530.235
6,0,35,2,11760,158,25,60,3,1,1,0,360.3
7,0,35,2,7013,79,122,50,2,1,1,0,370.485
22,0,31,0,1250,51,30,30,2,1,2,1,69.75
20,0,34,9,10730,97,15,55,4,1,1,0,163.2
12,0,34,2,6113,102,40,37,2,1,1,0,293.085
0,0,32,1,3135,26,14,27,3,1,1,0,98.25
8,0,33,0,3285,45,23,29,2,1,2,1,158.175
8,1,34,0,2563,48,48,44,3,1,2,1,91.29
0,0,34,0,428,6,14,15,3,1,2,1,17.04
0,0,34,1,1963,29,14,19,3,1,1,0,63.09
2,0,31,2,7080,101,28,35,4,1,1,0,110.4
0,0,34,0,923,11,23,17,4,1,2,1,17.295
0,0,34,2,633,8,18,15,5,1,1,0,4.065
24,0,29,4,16370,242,14,93,2,1,1,0,742.95
5,0,32,4,7260,120,285,46,2,2,1,0,454.95
1,0,34,1,4013,86,16,41,2,1,1,0,187.785
2,1,33,0,1960,48,52,33,3,1,2,1,74.4
5,0,34,1,3075,57,189,36,2,1,1,0,223.425
3,0,25,2,1610,40,207,24,2,2,1,0,165.6
3,0,24,1,1863,43,44,81,4,1,1,0,34.545
10,0,25,0,995,29,24,20,2,1,2,0,55.575
0,0,24,0,1120,14,35,16,4,1,2,0,22.05
9,0,23,1,1520,36,33,26,2,1,1,0,83.25
1,0,23,1,3520,65,22,36,3,1,1,0,112.2
1,0,16,1,1990,30,42,27,2,1,1,0,108.45
15,0,15,2,6688,145,99,55,1,2,1,0,460.68
11,0,13,1,9228,175,87,53,4,1,1,0,151.47
7,0,14,4,3148,49,45,32,3,1,1,0,107.94
1,0,7,2,4685,44,229,23,3,1,1,0,209.25
2,1,7,2,1783,23,14,20,3,1,1,1,57.69
0,0,36,0,3465,55,0,10,2,1,1,0,155.925
0,0,37,0,0,0,0,0,2,1,2,0,0
1,0,35,0,1548,44,331,7,2,1,1,0,218.61
1,0,36,0,3293,50,0,18,1,1,1,0,197.58
0,0,36,0,1488,42,0,16,1,1,1,0,89.28
2,0,36,0,2870,66,4,11,2,1,1,0,130.95
0,0,36,0,1455,23,257,1,3,1,1,0,120.75
4,0,35,0,8210,105,116,26,3,1,1,0,281.1
0,0,36,0,12868,153,0,27,3,1,1,0,386.04
0,0,36,0,3610,67,0,8,3,1,1,0,108.3
0,0,36,0,5013,79,0,13,2,1,1,0,225.585
0,0,36,0,1333,38,0,4,3,1,2,0,39.99
16,0,36,0,14235,209,26,15,3,1,1,0,434.85
0,0,36,0,2190,11,455,5,3,1,1,0,202.2
0,0,35,0,14580,166,122,13,2,1,1,0,711
0,0,35,0,5595,70,158,9,3,1,1,0,215.25
0,0,35,0,0,0,0,0,2,1,2,0,0
0,0,36,0,0,0,0,0,2,1,2,0,0
0,0,35,0,0,0,0,0,2,1,2,1,0
0,0,35,0,6603,111,356,26,2,1,1,0,457.335
0,0,35,0,10560,138,0,30,3,1,1,0,316.8
0,0,35,0,5813,59,80,20,2,1,1,0,297.585
7,0,31,0,50,2,0,1,2,1,2,1,2.25
12,0,34,5,9530,77,0,25,4,1,1,0,142.95
4,0,34,0,4913,82,0,7,2,1,1,1,221.085
0,0,32,0,1935,6,0,2,3,1,1,0,58.05
0,0,33,0,2085,25,0,9,2,1,2,1,93.825
0,1,34,0,1363,28,6,14,3,1,2,1,42.69
0,0,34,0,0,0,0,0,2,1,2,1,0
0,0,34,0,0,0,0,0,3,1,1,0,0
0,0,31,0,5880,81,0,5,4,1,1,0,88.2
0,1,34,0,0,0,0,0,4,1,2,1,0
0,0,34,0,0,0,0,0,4,1,1,0,0
16,0,29,0,15170,222,0,63,2,1,1,0,682.65
0,0,32,0,6060,100,243,16,2,2,1,0,382.05
0,0,34,0,2813,66,0,11,2,1,1,0,126.585
0,0,33,0,760,28,10,3,3,1,2,0,25.8
0,0,34,0,1875,37,147,6,2,1,1,0,150.525
0,0,25,0,1903,20,165,8,2,2,1,0,159.885
0,0,24,0,663,23,2,51,4,1,1,0,10.245
0,0,25,0,0,0,0,0,2,1,2,0,0
0,0,24,0,0,0,0,0,4,1,2,0,0
0,0,23,0,0,0,0,0,2,1,1,0,0
0,0,23,0,2320,45,0,6,3,1,1,0,69.6
0,0,16,0,0,0,0,0,2,1,1,0,0
7,0,15,0,5488,125,57,25,1,2,1,0,363.48
3,0,13,0,8028,155,45,23,4,1,1,0,127.17
0,0,14,0,1948,29,3,2,3,1,1,0,59.34
0,0,7,0,3485,24,187,21,3,1,1,0,160.65
0,0,7,0,0,0,0,0,2,1,1,1,0
3,0,37,0,4180,71,30,19,3,1,1,0,134.4
0,0,38,0,128,5,32,6,3,1,2,0,13.44
5,0,36,0,2263,60,384,26,3,1,1,0,183.09
5,0,37,0,4008,66,26,37,1,1,1,0,256.08
0,0,37,0,2203,58,27,35,2,1,1,0,111.285
6,0,37,1,3585,82,57,30,3,1,1,0,124.65
0,0,37,0,2170,39,310,20,3,1,1,0,158.1
8,0,36,2,8925,121,169,45,3,1,1,0,318.45
2,0,37,0,13583,169,25,46,3,1,1,0,414.99
2,0,37,1,4325,83,27,27,3,1,1,0,137.85
1,0,37,0,5728,95,32,14,3,1,1,0,181.44
4,0,37,0,2048,54,33,19,3,1,2,0,71.34
20,0,37,3,14950,225,79,34,3,1,1,0,472.2
0,0,37,1,2905,27,508,10,3,1,1,0,239.55
4,0,36,0,15295,182,175,32,2,1,1,0,767.025
0,0,36,1,6310,86,211,28,3,1,1,0,252.6
0,0,36,0,685,14,25,13,2,1,2,0,42.075
0,0,37,0,520,14,38,10,3,1,2,0,27
0,0,36,0,0,0,25,0,2,1,2,1,11.25
0,0,36,0,7318,127,409,45,3,1,1,0,342.24
2,0,36,1,11275,154,36,49,4,1,1,0,174.525
3,0,36,1,6528,75,133,39,2,1,1,0,353.61
18,0,32,0,765,47,41,19,3,1,2,1,35.25
16,0,35,8,10245,93,26,44,5,2,1,0,52.525
8,1,35,1,5628,98,51,26,2,1,1,1,276.21
0,0,33,0,2650,22,25,16,3,1,1,0,87
4,1,34,0,2800,41,34,18,3,1,2,1,94.2
4,0,35,0,2078,44,59,33,3,1,2,1,80.04
0,0,35,0,0,0,25,0,3,1,2,1,7.5
0,0,35,0,1478,25,25,8,4,1,1,0,25.92
0,0,32,1,6595,97,39,24,5,1,1,0,34.925
0,0,35,0,438,7,34,6,4,1,2,1,11.67
0,0,35,1,148,4,29,4,5,1,1,0,2.19
20,0,30,3,15885,238,25,82,2,1,1,0,726.075
1,0,33,3,6775,116,296,35,2,2,1,0,438.075
0,0,35,0,3528,82,27,30,3,1,1,0,113.94
0,0,34,0,1475,44,63,22,3,1,2,0,63.15
1,0,35,0,2590,53,200,25,2,1,1,0,206.55
0,0,26,1,1125,36,218,13,2,2,1,0,148.725
0,0,25,0,1378,39,55,70,4,1,1,0,28.92
6,0,26,0,510,25,35,9,3,1,2,0,25.8
0,0,25,0,635,10,46,5,4,1,2,0,16.425
5,0,24,0,1035,32,44,15,2,1,1,0,66.375
0,0,24,0,3035,61,33,25,3,1,1,0,100.95
0,0,17,0,1505,26,53,16,2,1,1,0,91.575
11,0,16,1,6203,141,110,44,2,2,1,0,328.635
7,0,14,0,8743,171,98,42,5,1,1,0,48.615
3,0,15,3,2663,45,56,21,3,1,1,0,96.69
0,0,8,1,4200,40,240,12,3,1,1,0,198
0,1,8,1,1298,19,25,9,3,1,1,1,46.44
3,0,35,0,3950,59,0,11,2,1,1,0,177.75
0,0,36,0,0,0,0,0,2,1,2,0,0
5,0,34,0,2033,48,320,18,2,1,1,0,235.485
5,0,35,0,3778,54,0,29,1,1,1,0,226.68
0,0,35,0,1973,46,0,27,1,1,1,0,118.38
6,0,35,0,3355,70,0,22,2,1,1,0,150.975
0,0,35,0,1940,27,246,12,3,1,1,0,132
8,0,34,0,8695,109,105,37,3,1,1,0,292.35
2,0,35,0,13353,157,0,38,3,1,1,0,400.59
2,0,35,0,4095,71,0,19,3,1,1,0,122.85
1,0,35,0,5498,83,0,6,2,1,1,0,247.41
4,0,35,0,1818,42,0,11,3,1,2,0,54.54
20,0,35,1,14720,213,15,26,2,1,1,0,669.15
0,0,35,0,2675,15,444,2,3,1,1,0,213.45
4,0,34,0,15065,170,111,24,2,1,1,0,727.875
0,0,34,0,6080,74,147,20,3,1,1,0,226.5
0,0,34,0,455,2,0,5,2,1,2,0,20.475
0,0,35,0,290,2,0,2,2,1,2,0,13.05
0,0,34,0,0,0,0,0,2,1,2,1,0
0,0,34,0,7088,115,345,37,2,1,1,0,474.21
2,0,34,0,11045,142,0,41,3,1,1,0,331.35
3,0,34,0,6298,63,69,31,2,1,1,0,314.46
18,0,30,0,535,35,0,11,2,1,2,1,24.075
16,0,33,6,10015,81,0,36,4,1,1,0,150.225
8,0,33,0,5398,86,0,18,2,1,1,1,242.91
0,0,31,0,2420,10,0,8,3,1,1,0,72.6
4,1,32,0,2570,29,0,10,2,1,2,1,115.65
4,0,33,0,1848,32,0,25,3,1,2,1,55.44
0,0,33,0,0,0,0,0,2,1,2,1,0
0,0,33,0,1248,13,0,3,3,1,1,0,37.44
0,0,30,0,6365,85,0,16,4,1,1,0,95.475
0,0,33,0,0,0,0,0,3,1,2,1,0
0,0,33,0,0,0,0,0,4,1,1,0,0
20,0,28,1,15655,226,0,74,2,1,1,0,704.475
1,0,31,1,6545,104,232,27,2,2,1,0,398.925
0,0,33,0,3298,70,0,22,2,1,1,0,148.41
0,0,32,0,1245,32,0,14,3,1,2,0,37.35
1,0,33,0,2360,41,136,17,2,1,1,0,167.4
0,0,24,0,895,24,154,5,2,2,1,0,109.575
0,0,23,0,1148,27,0,62,4,1,1,0,17.22
6,0,24,0,280,13,0,1,2,1,2,0,12.6
0,0,23,0,0,0,0,0,4,1,2,0,0
5,0,22,0,805,20,0,7,1,1,1,0,48.3
0,0,22,0,2805,49,0,17,3,1,1,0,84.15
0,0,15,0,1275,14,0,8,2,1,1,0,57.375
11,0,14,0,5973,129,46,36,1,2,1,0,385.98
7,0,12,0,8513,159,34,34,4,1,1,0,132.795
3,0,13,1,2433,33,0,13,3,1,1,0,72.99
0,0,6,0,3970,28,176,4,2,1,1,0,257.85
0,1,6,0,1068,7,0,1,2,1,1,1,48.06
5,0,36,0,4255,66,7,18,2,1,1,0,194.625
0,0,37,0,0,0,9,0,2,1,2,0,4.05
7,0,35,0,2338,55,361,25,2,1,1,0,267.66
7,0,36,0,4083,61,3,36,1,1,1,0,246.78
0,0,36,0,2278,53,4,34,1,1,1,0,139.08
8,0,36,0,3660,77,34,29,2,1,1,0,180
1,0,36,0,2245,34,287,19,3,1,1,0,153.45
10,0,35,1,9000,116,146,44,3,1,1,0,313.8
4,0,36,0,13658,164,2,45,3,1,1,0,410.34
4,0,36,0,4400,78,4,26,3,1,1,0,133.2
3,0,36,0,5803,90,9,13,2,1,1,0,265.185
6,1,36,0,2123,49,10,18,3,1,2,0,66.69
22,0,36,2,15025,220,56,33,3,1,1,0,467.55
1,0,36,0,2980,22,485,9,3,1,1,0,234.9
6,0,35,0,15370,177,152,31,2,1,1,0,760.05
0,0,35,0,6385,81,188,27,3,1,1,0,247.95
0,0,35,0,760,9,2,12,2,1,2,0,35.1
0,0,36,0,595,9,15,9,2,1,2,0,33.525
0,0,35,0,0,0,2,0,2,1,2,1,0.9
0,0,35,0,7393,122,386,44,2,1,1,0,506.385
4,0,35,0,11350,149,13,48,3,1,1,0,344.4
5,0,35,0,6603,70,110,38,2,1,1,0,346.635
20,0,31,0,840,42,18,18,2,1,2,1,45.9
18,0,34,7,10320,88,3,43,4,1,1,0,155.25
10,0,34,0,5703,93,28,25,2,1,1,1,269.235
0,0,32,0,2725,17,2,15,3,1,1,0,82.35
6,0,33,0,2875,36,11,17,2,1,2,1,134.325
6,1,34,0,2153,39,36,32,3,1,2,1,75.39
0,0,34,0,0,0,2,0,3,1,2,1,0.6
0,0,34,0,1553,20,2,7,3,1,1,0,47.19
0,0,31,0,6670,92,16,23,4,1,1,0,102.45
0,0,34,0,513,2,11,5,4,1,2,1,9.345
0,0,34,0,0,0,6,0,5,1,1,0,0.3
22,0,29,2,15960,233,2,81,2,1,1,0,719.1
3,0,32,2,6850,111,273,34,2,2,1,0,431.1
0,0,34,0,3603,77,4,29,2,1,1,0,163.935
0,0,33,0,1550,39,40,21,3,1,2,0,58.5
3,0,34,0,2665,48,177,24,2,1,1,0,199.575
1,0,25,0,1200,31,195,12,2,2,1,0,141.75
1,0,24,0,1453,34,32,69,4,1,1,0,26.595
8,0,25,0,585,20,12,8,2,1,2,0,31.725
0,0,24,0,710,5,23,4,4,1,2,0,14.1
7,0,23,0,1110,27,21,14,2,1,1,0,59.4
0,0,23,0,3110,56,10,24,3,1,1,0,96.3
0,0,16,0,1580,21,30,15,2,1,1,0,84.6
13,0,15,0,6277,136,87,43,1,2,1,0,428.82
9,0,13,0,8817,166,75,41,4,1,1,0,143.505
5,0,14,2,2737,40,33,20,3,1,1,0,92.01
0,0,7,0,4275,35,217,11,3,1,1,0,193.35
0,1,7,0,1372,14,2,8,2,1,1,1,62.64
1,0,36,0,3875,64,0,12,2,1,1,0,174.375
0,0,37,0,0,0,0,0,2,1,2,0,0
3,0,35,0,1958,53,343,19,2,1,1,0,242.46
3,0,36,0,3703,59,0,30,2,1,1,0,166.635
0,0,36,0,1898,51,0,28,1,1,1,0,113.88
4,0,36,0,3280,75,16,23,2,1,1,0,154.8
0,0,36,0,1865,32,269,13,3,1,1,0,136.65
6,0,35,1,8620,114,128,38,3,1,1,0,297
0,0,36,0,13278,162,0,39,3,1,1,0,398.34
0,0,36,0,4020,76,0,20,3,1,1,0,120.6
0,0,36,0,5423,88,0,7,2,1,1,0,244.035
2,0,36,0,1743,47,0,12,3,1,2,0,52.29
18,0,36,2,14645,218,38,27,3,1,1,0,450.75
0,0,36,0,2600,20,467,3,3,1,1,0,218.1
2,0,35,0,14990,175,134,25,2,1,1,0,734.85
0,0,35,0,6005,79,170,21,3,1,1,0,231.15
0,0,35,0,380,7,0,6,2,1,2,0,17.1
0,0,36,0,215,7,0,3,2,1,2,0,9.675
0,0,35,0,0,0,0,0,2,1,2,1,0
0,0,35,0,7013,120,368,38,2,1,1,0,481.185
0,0,35,0,10970,147,0,42,3,1,1,0,329.1
1,0,35,0,6223,68,92,32,2,1,1,0,321.435
16,1,31,0,460,40,0,12,2,1,2,1,20.7
14,0,34,7,9940,86,0,37,4,1,1,0,149.1
6,0,34,0,5323,91,10,19,2,1,1,1,244.035
0,0,32,0,2345,15,0,9,3,1,1,0,70.35
2,1,33,0,2495,34,0,11,2,1,2,1,112.275
2,0,34,0,1773,37,18,26,3,1,2,1,58.59
0,0,34,0,0,0,0,0,3,1,2,1,0
0,0,34,0,1173,18,0,1,3,1,1,0,35.19
0,0,31,0,6290,90,0,17,4,1,1,0,94.35
0,0,34,0,0,0,0,0,4,1,2,1,0
0,0,34,0,0,0,0,0,5,1,1,0,0
18,0,29,2,15580,231,0,75,2,1,1,0,701.1
0,0,32,2,6470,109,255,28,2,2,1,0,405.9
0,0,34,0,3223,75,0,23,2,1,1,0,145.035
0,0,33,0,1170,37,22,15,3,1,2,0,41.7
0,0,34,0,2285,46,159,18,2,1,1,0,174.375
0,0,25,0,820,29,177,6,2,2,1,0,116.55
0,0,24,0,1073,32,14,63,4,1,1,0,18.195
4,0,25,0,205,18,0,2,2,1,2,0,9.225
0,0,24,0,0,0,5,0,4,1,2,0,0.75
3,0,23,0,730,25,3,8,2,1,1,0,34.2
0,0,23,0,2730,54,0,18,3,1,1,0,81.9
0,0,16,0,1200,19,12,9,2,1,1,0,59.4
9,0,15,0,5897,134,69,37,1,2,1,0,395.22
5,0,13,0,8437,164,57,35,4,1,1,0,135.105
1,0,14,2,2357,38,15,14,3,1,1,0,75.21
0,0,7,0,3895,33,199,5,3,1,1,0,176.55
0,0,7,0,992,12,0,2,2,1,1,1,44.64
1,0,31,0,4065,59,0,14,2,1,1,0,182.925
0,0,32,0,0,0,0,0,2,1,2,0,0
3,0,30,0,2148,48,344,21,2,1,1,0,251.46
3,0,31,0,3893,54,0,32,1,1,1,0,233.58
0,0,31,0,2088,46,0,30,1,1,1,0,125.28
4,0,31,0,3470,70,17,25,2,1,1,0,163.8
0,0,31,0,2055,27,270,15,3,1,1,0,142.65
6,0,30,0,8810,109,129,40,3,1,1,0,303
0,0,31,0,13468,157,0,41,3,1,1,0,404.04
0,0,31,0,4210,71,0,22,3,1,1,0,126.3
0,0,31,0,5613,83,0,9,2,1,1,0,252.585
2,0,31,0,1933,42,0,14,3,1,2,0,57.99
18,0,31,1,14835,213,39,29,2,1,1,0,685.125
0,0,31,0,2790,15,468,5,3,1,1,0,224.1
2,0,30,0,15180,170,135,27,2,1,1,0,743.85
0,0,30,0,6195,74,171,23,3,1,1,0,237.15
0,0,30,0,570,2,0,8,2,1,2,0,25.65
0,0,31,0,405,2,0,5,2,1,2,0,18.225
0,0,30,0,0,0,0,0,2,1,2,1,0
0,0,30,0,7203,115,369,40,2,1,1,0,490.185
0,0,30,0,11160,142,0,44,3,1,1,0,334.8
1,0,30,0,6413,63,93,34,2,1,1,0,330.435
16,0,26,0,650,35,1,14,2,1,2,1,29.7
14,0,29,6,10130,81,0,39,4,1,1,0,151.95
6,0,29,0,5513,86,11,21,2,1,1,1,253.035
0,0,27,0,2535,10,0,11,3,1,1,0,76.05
2,0,28,0,2685,29,0,13,2,1,2,1,120.825
2,0,29,0,1963,32,19,28,3,1,2,1,64.59
0,0,29,0,0,0,0,0,2,1,2,1,0
0,0,29,0,1363,13,0,3,3,1,1,0,40.89
0,0,26,0,6480,85,0,19,4,1,1,0,97.2
0,0,29,0,0,0,0,0,3,1,2,1,0
0,0,29,0,0,0,0,0,4,1,1,0,0
18,0,24,1,15770,226,0,77,2,1,1,0,709.65
0,0,27,1,6660,104,256,30,2,2,1,0,414.9
0,0,29,0,3413,70,0,25,2,1,1,0,153.585
0,0,28,0,1360,32,23,17,3,1,2,0,47.7
0,0,29,0,2475,41,160,20,2,1,1,0,183.375
0,0,20,0,1010,24,178,8,2,2,1,0,125.55
0,0,19,0,1263,27,15,65,4,1,1,0,21.195
4,0,20,0,395,13,0,4,2,1,2,0,17.775
0,0,19,0,520,4,6,2,4,1,2,0,8.7
3,0,18,0,920,20,4,10,1,1,1,0,57.6
0,0,18,0,2920,49,0,20,3,1,1,0,87.6
0,0,11,0,1390,14,13,11,2,1,1,0,68.4
9,0,10,0,6087,129,70,39,1,2,1,0,407.22
5,0,8,0,8627,159,58,37,4,1,1,0,138.105
1,0,9,1,2547,33,16,16,3,1,1,0,81.21
0,0,3,0,4085,28,200,7,2,1,1,0,273.825
0,0,3,0,1182,7,0,4,2,1,1,1,53.19
5,0,41,0,4065,71,6,16,3,1,1,0,123.75
0,0,42,0,13,5,8,3,3,1,2,0,2.79
7,0,40,0,2148,60,360,23,3,1,1,0,172.44
7,0,41,0,3893,66,2,34,1,1,1,0,234.78
0,0,41,0,2088,58,3,32,2,1,1,0,95.31
8,0,41,1,3470,82,33,27,3,1,1,0,114
1,0,41,0,2055,39,286,17,3,1,1,0,147.45
10,0,40,2,8810,121,145,42,3,1,1,0,307.8
4,0,41,0,13468,169,1,43,3,1,1,0,404.34
4,0,41,1,4210,83,3,24,3,1,1,0,127.2
3,0,41,0,5613,95,8,11,3,1,1,0,170.79
6,0,41,0,1933,54,9,16,3,1,2,0,60.69
22,0,41,3,14835,225,55,31,3,1,1,0,461.55
1,0,41,1,2790,27,484,7,3,1,1,0,228.9
6,0,40,0,15180,182,151,29,2,1,1,0,751.05
0,0,40,1,6195,86,187,25,3,1,1,0,241.95
0,0,40,0,570,14,1,10,2,1,2,0,26.1
0,0,41,0,405,14,14,7,3,1,2,0,16.35
0,0,40,0,0,0,1,0,2,1,2,1,0.45
0,0,40,0,7203,127,385,42,3,1,1,0,331.59
4,0,40,1,11160,154,12,46,4,1,1,0,169.2
5,0,40,1,6413,75,109,36,2,1,1,0,337.635
20,0,36,0,650,47,17,16,3,1,2,1,24.6
18,0,39,8,10130,93,2,41,5,1,1,0,50.75
10,0,39,1,5513,98,27,23,2,1,1,1,260.235
0,0,37,0,2535,22,1,13,3,1,1,0,76.35
6,1,38,0,2685,41,10,15,3,1,2,1,83.55
6,0,39,0,1963,44,35,30,3,1,2,1,69.39
0,0,39,0,0,0,1,0,3,1,2,1,0.3
0,0,39,0,1363,25,1,5,4,1,1,0,20.595
0,0,36,1,6480,97,15,21,5,1,1,0,33.15
0,0,39,0,323,7,10,3,4,1,2,1,6.345
0,0,39,1,33,4,5,1,5,1,1,0,0.415
22,0,34,3,15770,238,1,79,2,1,1,0,710.1
3,0,37,3,6660,116,272,32,2,2,1,0,422.1
0,0,39,0,3413,82,3,27,3,1,1,0,103.29
0,0,38,0,1360,44,39,19,3,1,2,0,52.5
3,0,39,0,2475,53,176,22,2,1,1,0,190.575
1,0,30,1,1010,36,194,10,2,2,1,0,132.75
1,0,29,0,1263,39,31,67,4,1,1,0,23.595
8,0,30,0,395,25,11,6,3,1,2,0,15.15
0,0,29,0,520,10,22,2,4,1,2,0,11.1
7,0,28,0,920,32,20,12,2,1,1,0,50.4
0,0,28,0,2920,61,9,22,3,1,1,0,90.3
0,0,21,0,1390,26,29,13,2,1,1,0,75.6
13,0,20,1,6087,141,86,41,2,2,1,0,312.615
9,0,18,0,8627,171,74,39,5,1,1,0,46.835
5,0,19,3,2547,45,32,18,3,1,1,0,86.01
0,0,12,1,4085,40,216,9,3,1,1,0,187.35
0,0,12,1,1182,19,1,6,3,1,1,1,35.76
9,0,37,0,4775,76,23,15,2,1,1,0,225.225
1,0,38,0,723,10,8,2,2,1,2,0,36.135
11,0,36,0,2858,65,360,22,2,1,1,0,290.61
11,0,37,0,4603,71,2,33,1,1,1,0,277.38
4,0,37,0,2798,63,3,31,1,1,1,0,169.68
12,0,37,1,4180,87,33,26,3,1,1,0,135.3
5,0,37,0,2765,44,286,16,3,1,1,0,168.75
14,0,36,2,9520,126,145,41,3,1,1,0,329.1
8,0,37,0,14178,174,1,42,3,1,1,0,425.64
8,0,37,1,4920,88,3,23,3,1,1,0,148.5
7,0,37,0,6323,100,8,10,2,1,1,0,288.135
10,0,37,0,2643,59,9,15,3,1,2,0,81.99
26,1,37,3,15545,230,55,30,3,1,1,0,482.85
5,0,37,1,3500,32,484,6,3,1,1,0,250.2
10,0,36,0,15890,187,151,28,2,1,1,0,783
4,0,36,1,6905,91,187,24,3,1,1,0,263.25
1,0,36,0,1280,19,1,9,2,1,2,0,58.05
3,0,37,0,1115,19,14,6,2,1,2,0,56.475
0,0,36,0,0,0,1,0,2,1,2,1,0.45
4,0,36,0,7913,132,385,41,2,1,1,0,529.335
8,0,36,1,11870,159,12,45,3,1,1,0,359.7
9,0,36,1,7123,80,109,35,2,1,1,0,369.585
24,0,32,0,1360,52,17,15,2,1,2,1,68.85
22,0,35,8,10840,98,2,40,4,1,1,0,162.9
14,0,35,1,6223,103,27,22,2,1,1,0,292.185
2,0,33,0,3245,27,1,12,3,1,1,0,97.65
10,0,34,0,3395,46,10,14,3,1,2,1,104.85
10,1,35,0,2673,49,35,29,3,1,2,1,90.69
1,0,35,0,538,7,1,1,3,1,2,1,16.44
2,0,35,0,2073,30,1,4,3,1,1,0,62.49
4,0,32,1,7190,102,15,20,4,1,1,0,110.1
1,0,35,0,1033,12,10,2,4,1,2,1,16.995
1,0,35,1,743,9,5,1,5,1,1,0,3.965
26,0,30,3,16480,243,1,78,2,1,1,0,742.05
7,0,33,3,7370,121,272,31,2,2,1,0,454.05
3,0,35,0,4123,87,3,26,2,1,1,0,186.885
4,0,34,0,2070,49,39,18,3,1,2,0,73.8
7,0,35,0,3185,58,176,21,2,1,1,0,222.525
